city,year,month,t2m,t2m_max,t2m_min,prec_acum
Puerto Ayacucho,2016,10,26.15,31.14,21.92,116.02
Puerto Ayacucho,2016,11,25.98,30.66,22.04,152.93
Puerto Ayacucho,2016,12,25.62,30.02,21.73,15.82
Puerto Ayacucho,2017,1,25.74,33.03,20.61,0.0
Puerto Ayacucho,2017,2,28.69,37.1,22.15,0.0
Puerto Ayacucho,2017,3,28.37,37.79,21.57,73.83
Puerto Ayacucho,2017,4,28.38,38.57,22.73,158.2
Puerto Ayacucho,2017,5,25.69,32.19,21.87,232.03
Puerto Ayacucho,2017,6,25.22,30.32,21.3,247.85
Puerto Ayacucho,2017,7,24.35,29.14,21.42,622.27
Puerto Ayacucho,2017,8,25.42,30.9,20.29,216.21
Puerto Ayacucho,2017,9,25.47,30.26,21.98,152.93
Puerto Ayacucho,2017,10,25.61,30.42,21.72,205.66
Puerto Ayacucho,2017,11,26.0,30.98,22.33,121.29
Puerto Ayacucho,2017,12,25.48,30.62,20.26,0.0
Puerto Ayacucho,2018,1,26.46,35.45,20.88,15.82
Puerto Ayacucho,2018,2,28.62,36.84,22.05,0.0
Puerto Ayacucho,2018,3,28.55,38.98,22.73,126.56
Puerto Ayacucho,2018,4,26.39,35.58,22.31,152.93
Puerto Ayacucho,2018,5,25.02,31.01,21.73,295.31
Puerto Ayacucho,2018,6,24.74,30.07,21.69,769.92
Puerto Ayacucho,2018,7,24.65,29.23,21.65,506.25
Puerto Ayacucho,2018,8,24.87,30.69,21.16,258.4
Puerto Ayacucho,2018,9,25.5,30.79,21.89,258.4
Puerto Ayacucho,2018,10,25.69,31.25,22.08,79.1
Puerto Ayacucho,2018,11,26.12,31.01,21.92,84.38
Puerto Ayacucho,2018,12,25.73,31.49,20.9,0.0
Puerto Ayacucho,2019,1,28.84,37.43,20.81,0.0
Puerto Ayacucho,2019,2,29.73,38.75,21.55,36.91
Puerto Ayacucho,2019,3,30.8,39.75,24.51,5.27
Puerto Ayacucho,2019,4,28.96,39.1,22.44,79.1
Puerto Ayacucho,2019,5,26.44,38.25,22.06,664.45
Puerto Ayacucho,2019,6,25.3,30.23,22.4,543.16
Puerto Ayacucho,2019,7,24.94,29.66,21.83,442.97
Puerto Ayacucho,2019,8,25.01,29.79,21.27,342.77
Puerto Ayacucho,2019,9,25.72,30.83,21.1,152.93
Puerto Ayacucho,2019,10,25.51,31.25,20.4,195.12
Puerto Ayacucho,2019,11,26.16,30.69,22.2,31.64
Puerto Ayacucho,2019,12,26.23,30.43,21.76,15.82
Puerto Ayacucho,2020,1,27.51,37.54,19.65,0.0
Puerto Ayacucho,2020,2,30.88,39.83,22.26,0.0
Puerto Ayacucho,2020,3,31.3,39.62,23.81,5.27
Puerto Ayacucho,2020,4,28.61,39.78,22.51,168.75
Puerto Ayacucho,2020,5,26.52,34.36,22.35,216.21
Puerto Ayacucho,2020,6,25.39,30.58,21.62,142.38
Puerto Ayacucho,2020,7,25.2,30.03,21.24,295.31
Puerto Ayacucho,2020,8,25.65,31.08,21.25,490.43
Puerto Ayacucho,2020,9,25.95,31.34,21.9,189.84
Puerto Ayacucho,2020,10,26.23,31.16,21.8,31.64
Puerto Ayacucho,2020,11,26.16,31.36,22.08,10.55
Puerto Ayacucho,2020,12,27.23,34.65,21.81,94.92
Puerto Ayacucho,2021,1,25.66,32.3,20.23,174.02
Puerto Ayacucho,2021,2,26.96,33.84,20.74,147.66
Puerto Ayacucho,2021,3,26.75,35.09,20.57,110.74
Puerto Ayacucho,2021,4,26.01,31.61,22.06,179.94
Puerto Ayacucho,2021,5,26.23,33.89,21.65,73.96
Puerto Ayacucho,2021,6,26.32,32.82,22.2,159.79
Puerto Ayacucho,2021,7,26.8,34.64,20.92,6.97
Puerto Ayacucho,2021,8,28.08,37.97,22.73,4.16
Puerto Ayacucho,2021,9,27.53,37.72,22.26,123.46
Puerto Ayacucho,2021,10,27.26,37.24,22.12,116.42
Puerto Ayacucho,2021,11,28.11,37.9,22.48,38.81
Puerto Ayacucho,2021,12,30.4,38.43,23.38,3.35
San Fernando de Apure,1981,1,29.04,37.78,20.48,0.0
San Fernando de Apure,1981,2,29.59,37.81,22.05,58.01
San Fernando de Apure,1981,3,30.08,40.62,22.13,31.64
San Fernando de Apure,1981,4,28.33,40.39,22.83,210.94
San Fernando de Apure,1981,5,26.24,31.31,22.63,432.42
San Fernando de Apure,1981,6,25.37,29.85,21.5,411.33
San Fernando de Apure,1981,7,25.16,29.58,21.23,390.23
San Fernando de Apure,1981,8,25.64,30.51,21.26,316.41
San Fernando de Apure,1981,9,25.74,30.8,21.22,189.84
San Fernando de Apure,1981,10,26.0,31.37,21.29,131.84
San Fernando de Apure,1981,11,26.76,34.13,20.82,31.64
San Fernando de Apure,1981,12,27.59,36.46,20.8,26.37
San Fernando de Apure,1982,1,28.32,36.2,20.98,0.0
San Fernando de Apure,1982,2,30.19,38.44,22.42,0.0
San Fernando de Apure,1982,3,30.85,39.98,22.84,0.0
San Fernando de Apure,1982,4,27.84,39.5,20.9,232.03
San Fernando de Apure,1982,5,26.44,32.23,20.67,174.02
San Fernando de Apure,1982,6,25.76,30.81,21.86,268.95
San Fernando de Apure,1982,7,25.4,30.0,21.05,469.34
San Fernando de Apure,1982,8,25.67,30.65,21.46,316.41
San Fernando de Apure,1982,9,26.1,30.81,21.26,189.84
San Fernando de Apure,1982,10,25.99,31.29,21.34,89.65
San Fernando de Apure,1982,11,26.79,34.34,20.81,15.82
San Fernando de Apure,1982,12,28.74,37.07,22.04,0.0
San Fernando de Apure,1983,1,30.33,38.75,21.94,0.0
San Fernando de Apure,1983,2,31.12,41.43,21.06,10.55
San Fernando de Apure,1983,3,31.43,42.12,21.62,36.91
San Fernando de Apure,1983,4,30.58,41.28,23.08,126.56
San Fernando de Apure,1983,5,26.72,32.67,22.4,189.84
San Fernando de Apure,1983,6,26.03,31.08,22.31,305.86
San Fernando de Apure,1983,7,25.98,30.25,21.71,479.88
San Fernando de Apure,1983,8,25.94,30.67,21.83,406.05
San Fernando de Apure,1983,9,26.06,31.11,21.27,300.59
San Fernando de Apure,1983,10,25.89,31.1,21.65,121.29
San Fernando de Apure,1983,11,26.71,34.02,21.42,15.82
San Fernando de Apure,1983,12,28.27,36.81,21.13,0.0
San Fernando de Apure,1984,1,29.32,37.54,21.48,0.0
San Fernando de Apure,1984,2,30.47,39.12,23.25,0.0
San Fernando de Apure,1984,3,31.2,41.0,22.75,0.0
San Fernando de Apure,1984,4,31.3,39.99,23.54,31.64
San Fernando de Apure,1984,5,30.34,39.44,22.32,58.01
San Fernando de Apure,1984,6,26.76,34.17,22.07,263.67
San Fernando de Apure,1984,7,25.28,30.54,20.73,384.96
San Fernando de Apure,1984,8,25.54,30.58,21.14,316.41
San Fernando de Apure,1984,9,25.9,30.74,21.61,142.38
San Fernando de Apure,1984,10,26.07,31.25,21.37,52.73
San Fernando de Apure,1984,11,25.99,32.4,21.15,105.47
San Fernando de Apure,1984,12,26.84,34.84,20.05,5.27
San Fernando de Apure,1985,1,28.37,36.7,20.32,0.0
San Fernando de Apure,1985,2,29.15,38.23,21.26,0.0
San Fernando de Apure,1985,3,31.13,40.3,22.72,0.0
San Fernando de Apure,1985,4,30.75,40.22,22.6,110.74
San Fernando de Apure,1985,5,26.44,32.15,21.61,189.84
San Fernando de Apure,1985,6,25.19,31.83,19.24,279.49
San Fernando de Apure,1985,7,24.99,29.88,20.88,268.95
San Fernando de Apure,1985,8,25.35,29.55,21.37,595.9
San Fernando de Apure,1985,9,25.98,31.79,20.89,168.75
San Fernando de Apure,1985,10,25.76,31.11,21.15,84.38
San Fernando de Apure,1985,11,25.78,31.82,21.06,63.28
San Fernando de Apure,1985,12,25.65,33.27,19.25,137.11
San Fernando de Apure,1986,1,27.18,37.44,19.49,0.0
San Fernando de Apure,1986,2,29.52,38.23,21.19,5.27
San Fernando de Apure,1986,3,31.12,40.03,22.83,0.0
San Fernando de Apure,1986,4,31.54,40.63,24.26,42.19
San Fernando de Apure,1986,5,27.9,37.76,21.27,232.03
San Fernando de Apure,1986,6,25.67,30.77,21.14,427.15
San Fernando de Apure,1986,7,25.27,29.8,21.01,374.41
San Fernando de Apure,1986,8,25.57,31.23,20.94,290.04
San Fernando de Apure,1986,9,25.84,31.08,21.33,242.58
San Fernando de Apure,1986,10,25.65,30.4,21.55,158.2
San Fernando de Apure,1986,11,25.32,30.53,20.4,110.74
San Fernando de Apure,1986,12,26.01,34.05,19.68,5.27
San Fernando de Apure,1987,1,28.73,37.97,20.3,0.0
San Fernando de Apure,1987,2,31.24,40.31,21.37,0.0
San Fernando de Apure,1987,3,31.3,40.49,21.8,42.19
San Fernando de Apure,1987,4,31.01,41.71,21.61,126.56
San Fernando de Apure,1987,5,27.2,36.21,21.88,226.76
San Fernando de Apure,1987,6,26.08,31.27,21.2,274.22
San Fernando de Apure,1987,7,25.93,30.48,22.58,253.12
San Fernando de Apure,1987,8,25.97,30.77,22.12,295.31
San Fernando de Apure,1987,9,26.57,31.52,22.06,274.22
San Fernando de Apure,1987,10,26.41,31.54,22.03,100.2
San Fernando de Apure,1987,11,26.9,32.33,22.26,31.64
San Fernando de Apure,1987,12,27.7,36.48,20.8,10.55
San Fernando de Apure,1988,1,28.84,37.94,20.59,0.0
San Fernando de Apure,1988,2,30.22,39.33,22.29,0.0
San Fernando de Apure,1988,3,31.21,41.1,22.02,0.0
San Fernando de Apure,1988,4,32.5,40.87,24.46,21.09
San Fernando de Apure,1988,5,29.98,39.8,23.02,126.56
San Fernando de Apure,1988,6,26.33,31.37,21.82,348.05
San Fernando de Apure,1988,7,25.4,29.89,20.32,416.6
San Fernando de Apure,1988,8,25.9,30.37,21.83,411.33
San Fernando de Apure,1988,9,26.0,31.03,21.6,226.76
San Fernando de Apure,1988,10,26.27,31.23,21.06,200.39
San Fernando de Apure,1988,11,26.06,30.97,21.08,89.65
San Fernando de Apure,1988,12,25.64,33.44,19.63,10.55
San Fernando de Apure,1989,1,27.59,36.32,19.55,0.0
San Fernando de Apure,1989,2,29.19,38.93,19.9,0.0
San Fernando de Apure,1989,3,30.42,39.55,21.43,0.0
San Fernando de Apure,1989,4,30.73,39.43,22.86,42.19
San Fernando de Apure,1989,5,28.38,38.63,22.37,168.75
San Fernando de Apure,1989,6,26.9,33.85,21.76,158.2
San Fernando de Apure,1989,7,25.65,31.04,20.76,548.44
San Fernando de Apure,1989,8,26.0,30.59,21.32,274.22
San Fernando de Apure,1989,9,26.42,31.69,21.47,94.92
San Fernando de Apure,1989,10,26.14,31.4,20.88,216.21
San Fernando de Apure,1989,11,26.76,33.84,21.15,15.82
San Fernando de Apure,1989,12,27.5,37.16,19.7,10.55
San Fernando de Apure,1990,1,29.35,37.68,22.04,0.0
San Fernando de Apure,1990,2,30.1,38.23,22.11,0.0
San Fernando de Apure,1990,3,30.77,39.4,22.72,0.0
San Fernando de Apure,1990,4,31.16,40.66,23.07,58.01
San Fernando de Apure,1990,5,27.22,34.15,22.51,200.39
San Fernando de Apure,1990,6,25.97,32.08,22.63,369.14
San Fernando de Apure,1990,7,25.44,30.38,20.94,247.85
San Fernando de Apure,1990,8,25.8,31.35,21.18,205.66
San Fernando de Apure,1990,9,26.44,31.64,21.73,116.02
San Fernando de Apure,1990,10,26.87,32.43,22.23,110.74
San Fernando de Apure,1990,11,27.19,34.31,21.06,15.82
San Fernando de Apure,1990,12,27.74,36.83,19.19,5.27
San Fernando de Apure,1991,1,28.5,36.8,21.02,0.0
San Fernando de Apure,1991,2,30.61,39.78,21.72,0.0
San Fernando de Apure,1991,3,30.3,39.49,21.91,42.19
San Fernando de Apure,1991,4,29.45,39.05,22.68,89.65
San Fernando de Apure,1991,5,29.59,39.74,23.56,89.65
San Fernando de Apure,1991,6,27.44,38.43,22.2,221.48
San Fernando de Apure,1991,7,25.56,30.23,21.39,411.33
San Fernando de Apure,1991,8,25.59,30.2,21.83,411.33
San Fernando de Apure,1991,9,25.98,30.97,22.18,216.21
San Fernando de Apure,1991,10,25.83,30.44,21.41,79.1
San Fernando de Apure,1991,11,26.33,32.7,20.02,26.37
San Fernando de Apure,1991,12,27.09,35.9,19.15,0.0
San Fernando de Apure,1992,1,29.08,37.41,20.81,0.0
San Fernando de Apure,1992,2,30.52,40.07,20.16,0.0
San Fernando de Apure,1992,3,32.01,40.57,23.08,0.0
San Fernando de Apure,1992,4,31.45,41.76,22.6,137.11
San Fernando de Apure,1992,5,27.84,34.62,22.12,179.3
San Fernando de Apure,1992,6,26.2,33.09,22.28,395.51
San Fernando de Apure,1992,7,25.32,29.66,21.84,495.7
San Fernando de Apure,1992,8,25.62,30.14,21.54,316.41
San Fernando de Apure,1992,9,26.0,30.89,21.73,189.84
San Fernando de Apure,1992,10,26.09,31.9,21.08,126.56
San Fernando de Apure,1992,11,26.66,32.71,21.4,21.09
San Fernando de Apure,1992,12,27.77,36.51,20.43,0.0
San Fernando de Apure,1993,1,29.62,38.58,22.23,0.0
San Fernando de Apure,1993,2,30.63,39.17,22.34,0.0
San Fernando de Apure,1993,3,31.49,40.01,22.58,0.0
San Fernando de Apure,1993,4,29.8,39.43,22.6,110.74
San Fernando de Apure,1993,5,27.08,34.72,22.7,221.48
San Fernando de Apure,1993,6,25.94,31.58,22.34,580.08
San Fernando de Apure,1993,7,25.62,30.35,21.3,448.24
San Fernando de Apure,1993,8,25.85,30.69,21.65,453.52
San Fernando de Apure,1993,9,26.06,30.8,21.84,221.48
San Fernando de Apure,1993,10,26.42,31.92,21.55,68.55
San Fernando de Apure,1993,11,25.9,31.44,20.98,200.39
San Fernando de Apure,1993,12,26.47,33.96,18.5,0.0
San Fernando de Apure,1994,1,28.18,37.04,20.12,0.0
San Fernando de Apure,1994,2,29.87,39.45,22.18,5.27
San Fernando de Apure,1994,3,30.94,39.94,23.22,10.55
San Fernando de Apure,1994,4,30.88,40.51,23.4,31.64
San Fernando de Apure,1994,5,28.18,37.59,22.39,147.66
San Fernando de Apure,1994,6,26.19,32.48,21.86,268.95
San Fernando de Apure,1994,7,25.51,30.6,21.01,237.3
San Fernando de Apure,1994,8,25.78,30.73,21.92,263.67
San Fernando de Apure,1994,9,26.08,31.02,22.03,179.3
San Fernando de Apure,1994,10,26.23,31.33,21.44,163.48
San Fernando de Apure,1994,11,26.05,31.63,20.58,100.2
San Fernando de Apure,1994,12,26.44,34.08,19.65,26.37
San Fernando de Apure,1995,1,28.33,37.76,19.13,0.0
San Fernando de Apure,1995,2,30.25,39.28,21.62,0.0
San Fernando de Apure,1995,3,31.23,40.3,23.69,10.55
San Fernando de Apure,1995,4,31.08,41.67,23.88,52.73
San Fernando de Apure,1995,5,28.49,37.99,22.62,237.3
San Fernando de Apure,1995,6,25.77,30.15,21.89,469.34
San Fernando de Apure,1995,7,25.61,30.71,21.89,379.69
San Fernando de Apure,1995,8,26.42,31.51,21.98,268.95
San Fernando de Apure,1995,9,26.61,31.96,22.19,147.66
San Fernando de Apure,1995,10,26.55,31.91,22.15,110.74
San Fernando de Apure,1995,11,26.12,32.0,20.41,79.1
San Fernando de Apure,1995,12,27.1,35.4,20.19,0.0
San Fernando de Apure,1996,1,29.08,38.09,20.29,0.0
San Fernando de Apure,1996,2,30.54,39.39,23.24,0.0
San Fernando de Apure,1996,3,31.38,40.22,23.2,0.0
San Fernando de Apure,1996,4,32.01,40.78,23.71,15.82
San Fernando de Apure,1996,5,27.89,36.55,21.33,179.3
San Fernando de Apure,1996,6,25.77,30.76,22.1,437.7
San Fernando de Apure,1996,7,25.37,29.94,21.48,548.44
San Fernando de Apure,1996,8,25.88,30.63,20.58,332.23
San Fernando de Apure,1996,9,26.23,31.22,22.27,200.39
San Fernando de Apure,1996,10,26.12,30.91,22.25,168.75
San Fernando de Apure,1996,11,26.04,31.34,22.08,36.91
San Fernando de Apure,1996,12,26.72,34.73,20.9,10.55
San Fernando de Apure,1997,1,28.12,36.97,20.83,0.0
San Fernando de Apure,1997,2,28.97,37.67,21.72,0.0
San Fernando de Apure,1997,3,30.3,39.55,21.52,0.0
San Fernando de Apure,1997,4,31.77,40.33,23.8,10.55
San Fernando de Apure,1997,5,29.25,39.15,22.86,131.84
San Fernando de Apure,1997,6,26.76,33.26,22.23,247.85
San Fernando de Apure,1997,7,25.95,31.16,21.15,464.06
San Fernando de Apure,1997,8,26.19,31.41,21.83,216.21
San Fernando de Apure,1997,9,26.87,32.07,22.41,73.83
San Fernando de Apure,1997,10,27.59,35.25,22.65,284.77
San Fernando de Apure,1997,11,27.46,35.12,21.58,21.09
San Fernando de Apure,1997,12,29.54,38.86,21.64,0.0
San Fernando de Apure,1998,1,31.52,41.48,22.72,0.0
San Fernando de Apure,1998,2,32.6,42.11,23.88,15.82
San Fernando de Apure,1998,3,33.06,42.34,23.51,10.55
San Fernando de Apure,1998,4,31.08,40.87,23.78,105.47
San Fernando de Apure,1998,5,27.76,34.79,23.45,363.87
San Fernando de Apure,1998,6,26.52,31.08,22.23,363.87
San Fernando de Apure,1998,7,26.26,30.56,22.23,316.41
San Fernando de Apure,1998,8,26.72,31.54,22.34,216.21
San Fernando de Apure,1998,9,26.91,32.12,21.87,184.57
San Fernando de Apure,1998,10,26.89,31.82,22.62,147.66
San Fernando de Apure,1998,11,27.27,35.78,21.84,10.55
San Fernando de Apure,1998,12,28.99,36.98,22.24,15.82
San Fernando de Apure,1999,1,29.8,37.61,21.83,5.27
San Fernando de Apure,1999,2,30.05,38.33,22.75,0.0
San Fernando de Apure,1999,3,30.98,40.19,23.23,15.82
San Fernando de Apure,1999,4,27.25,38.71,21.15,305.86
San Fernando de Apure,1999,5,27.35,36.63,21.54,79.1
San Fernando de Apure,1999,6,26.58,33.68,22.07,174.02
San Fernando de Apure,1999,7,25.86,30.95,20.75,253.12
San Fernando de Apure,1999,8,25.66,30.62,20.99,216.21
San Fernando de Apure,1999,9,26.14,30.77,21.87,179.3
San Fernando de Apure,1999,10,26.01,30.77,21.9,200.39
San Fernando de Apure,1999,11,26.18,31.26,21.66,94.92
San Fernando de Apure,1999,12,26.02,33.2,18.94,5.27
San Fernando de Apure,2000,1,26.83,35.51,18.38,0.0
San Fernando de Apure,2000,2,28.13,36.6,20.4,15.82
San Fernando de Apure,2000,3,29.03,37.6,21.36,26.37
San Fernando de Apure,2000,4,29.48,38.5,22.27,68.55
San Fernando de Apure,2000,5,28.2,38.81,22.84,147.66
San Fernando de Apure,2000,6,26.22,33.9,21.61,184.57
San Fernando de Apure,2000,7,25.44,31.26,20.37,326.95
San Fernando de Apure,2000,8,26.01,30.88,21.24,237.3
San Fernando de Apure,2000,9,25.94,31.17,21.09,258.4
San Fernando de Apure,2000,10,26.36,31.4,22.0,84.38
San Fernando de Apure,2000,11,26.33,32.37,20.28,58.01
San Fernando de Apure,2000,12,26.69,34.95,18.15,5.27
San Fernando de Apure,2001,1,28.02,37.02,19.16,5.27
San Fernando de Apure,2001,2,29.33,38.5,21.74,0.0
San Fernando de Apure,2001,3,31.54,40.47,21.87,0.0
San Fernando de Apure,2001,4,31.29,40.75,23.35,36.91
San Fernando de Apure,2001,5,28.32,36.35,23.33,126.56
San Fernando de Apure,2001,6,26.41,32.83,21.79,163.48
San Fernando de Apure,2001,7,26.5,33.48,20.9,121.29
San Fernando de Apure,2001,8,26.51,31.94,22.18,237.3
San Fernando de Apure,2001,9,26.62,32.37,21.55,116.02
San Fernando de Apure,2001,10,27.7,35.94,21.78,52.73
San Fernando de Apure,2001,11,28.68,36.73,22.17,10.55
San Fernando de Apure,2001,12,28.95,37.83,21.68,26.37
San Fernando de Apure,2002,1,29.54,38.18,21.35,0.0
San Fernando de Apure,2002,2,30.62,40.01,22.63,0.0
San Fernando de Apure,2002,3,31.42,40.93,22.33,42.19
San Fernando de Apure,2002,4,31.02,40.68,22.43,10.55
San Fernando de Apure,2002,5,29.06,39.0,23.12,147.66
San Fernando de Apure,2002,6,25.95,30.71,21.79,400.78
San Fernando de Apure,2002,7,25.91,30.81,21.36,147.66
San Fernando de Apure,2002,8,26.16,31.12,21.58,253.12
San Fernando de Apure,2002,9,26.77,31.38,21.56,342.77
San Fernando de Apure,2002,10,26.62,31.64,20.98,84.38
San Fernando de Apure,2002,11,26.66,33.45,21.51,79.1
San Fernando de Apure,2002,12,27.82,36.15,20.65,0.0
San Fernando de Apure,2003,1,30.15,39.01,21.73,0.0
San Fernando de Apure,2003,2,31.23,39.62,22.12,0.0
San Fernando de Apure,2003,3,32.17,40.48,22.95,0.0
San Fernando de Apure,2003,4,30.26,41.3,22.99,94.92
San Fernando de Apure,2003,5,27.92,37.9,23.24,152.93
San Fernando de Apure,2003,6,26.56,32.46,21.76,179.3
San Fernando de Apure,2003,7,25.82,30.56,21.32,390.23
San Fernando de Apure,2003,8,26.13,31.19,21.67,163.48
San Fernando de Apure,2003,9,26.34,31.33,21.62,189.84
San Fernando de Apure,2003,10,26.78,31.56,21.87,142.38
San Fernando de Apure,2003,11,26.74,31.76,22.53,47.46
San Fernando de Apure,2003,12,27.69,35.99,21.55,5.27
San Fernando de Apure,2004,1,29.44,38.08,21.87,0.0
San Fernando de Apure,2004,2,30.76,40.57,22.33,5.27
San Fernando de Apure,2004,3,32.08,40.99,24.21,0.0
San Fernando de Apure,2004,4,31.05,42.12,22.03,52.73
San Fernando de Apure,2004,5,26.72,34.15,21.75,369.14
San Fernando de Apure,2004,6,26.36,31.51,22.23,47.46
San Fernando de Apure,2004,7,25.92,30.99,21.8,284.77
San Fernando de Apure,2004,8,26.21,31.38,21.69,221.48
San Fernando de Apure,2004,9,26.61,31.76,22.09,131.84
San Fernando de Apure,2004,10,26.9,32.62,22.17,73.83
San Fernando de Apure,2004,11,28.08,35.98,22.63,0.0
San Fernando de Apure,2004,12,29.51,37.53,22.26,10.55
San Fernando de Apure,2005,1,30.83,39.26,22.43,0.0
San Fernando de Apure,2005,2,30.73,40.11,21.46,21.09
San Fernando de Apure,2005,3,32.74,41.62,24.01,0.0
San Fernando de Apure,2005,4,30.89,41.56,22.72,116.02
San Fernando de Apure,2005,5,28.0,35.57,23.18,147.66
San Fernando de Apure,2005,6,27.23,33.28,22.76,137.11
San Fernando de Apure,2005,7,26.34,31.87,21.5,232.03
San Fernando de Apure,2005,8,26.62,31.85,22.11,142.38
San Fernando de Apure,2005,9,27.24,32.55,22.1,73.83
San Fernando de Apure,2005,10,27.77,34.56,21.84,68.55
San Fernando de Apure,2005,11,27.8,36.09,21.05,63.28
San Fernando de Apure,2005,12,28.76,37.26,20.69,15.82
San Fernando de Apure,2006,1,29.87,38.86,21.63,5.27
San Fernando de Apure,2006,2,30.58,38.91,22.54,0.0
San Fernando de Apure,2006,3,31.69,40.33,23.58,0.0
San Fernando de Apure,2006,4,31.1,40.58,23.41,42.19
San Fernando de Apure,2006,5,27.94,36.51,21.95,210.94
San Fernando de Apure,2006,6,26.76,32.51,22.23,210.94
San Fernando de Apure,2006,7,26.12,30.79,22.19,232.03
San Fernando de Apure,2006,8,26.51,31.3,21.42,89.65
San Fernando de Apure,2006,9,27.33,33.87,21.51,116.02
San Fernando de Apure,2006,10,28.12,36.4,22.55,47.46
San Fernando de Apure,2006,11,29.28,38.22,22.65,36.91
San Fernando de Apure,2006,12,30.92,38.86,24.12,0.0
San Fernando de Apure,2007,1,30.92,39.57,22.62,0.0
San Fernando de Apure,2007,2,30.9,39.99,21.92,0.0
San Fernando de Apure,2007,3,31.65,40.44,23.98,0.0
San Fernando de Apure,2007,4,30.52,39.77,23.37,68.55
San Fernando de Apure,2007,5,29.37,38.49,23.08,94.92
San Fernando de Apure,2007,6,27.34,34.18,22.78,147.66
San Fernando de Apure,2007,7,27.11,35.15,21.93,110.74
San Fernando de Apure,2007,8,26.23,32.39,21.23,232.03
San Fernando de Apure,2007,9,26.83,32.06,21.79,110.74
San Fernando de Apure,2007,10,27.07,32.23,22.48,158.2
San Fernando de Apure,2007,11,27.53,35.32,20.97,15.82
San Fernando de Apure,2007,12,28.57,37.33,21.45,15.82
San Fernando de Apure,2008,1,29.88,37.84,21.58,0.0
San Fernando de Apure,2008,2,30.47,39.16,21.94,0.0
San Fernando de Apure,2008,3,31.01,39.76,22.5,0.0
San Fernando de Apure,2008,4,30.98,40.39,23.16,58.01
San Fernando de Apure,2008,5,28.22,37.08,21.87,94.92
San Fernando de Apure,2008,6,28.27,38.34,22.61,189.84
San Fernando de Apure,2008,7,25.98,30.83,21.74,237.3
San Fernando de Apure,2008,8,26.62,32.14,22.22,158.2
San Fernando de Apure,2008,9,26.91,32.52,22.55,116.02
San Fernando de Apure,2008,10,27.14,33.42,21.12,63.28
San Fernando de Apure,2008,11,28.12,35.22,21.72,36.91
San Fernando de Apure,2008,12,29.01,37.23,20.85,0.0
San Fernando de Apure,2009,1,30.57,38.62,23.1,0.0
San Fernando de Apure,2009,2,30.47,39.39,23.02,0.0
San Fernando de Apure,2009,3,30.67,39.58,22.12,10.55
San Fernando de Apure,2009,4,32.44,40.33,23.93,0.0
San Fernando de Apure,2009,5,30.61,39.87,23.33,52.73
San Fernando de Apure,2009,6,28.53,38.91,22.91,152.93
San Fernando de Apure,2009,7,26.71,32.46,21.94,295.31
San Fernando de Apure,2009,8,26.87,31.87,22.76,126.56
San Fernando de Apure,2009,9,27.87,34.8,22.43,63.28
San Fernando de Apure,2009,10,29.15,39.34,23.09,31.64
San Fernando de Apure,2009,11,31.9,40.17,24.74,10.55
San Fernando de Apure,2009,12,31.02,39.33,22.56,5.27
San Fernando de Apure,2010,1,30.57,39.33,21.34,0.0
San Fernando de Apure,2010,2,32.65,42.13,24.1,0.0
San Fernando de Apure,2010,3,33.12,42.41,24.06,15.82
San Fernando de Apure,2010,4,29.41,40.27,23.77,174.02
San Fernando de Apure,2010,5,28.48,36.58,22.58,89.65
San Fernando de Apure,2010,6,26.96,34.3,21.93,226.76
San Fernando de Apure,2010,7,26.15,30.91,21.55,363.87
San Fernando de Apure,2010,8,26.4,31.04,21.73,137.11
San Fernando de Apure,2010,9,26.72,31.4,22.1,174.02
San Fernando de Apure,2010,10,26.88,32.27,22.33,84.38
San Fernando de Apure,2010,11,26.51,32.08,21.86,94.92
San Fernando de Apure,2010,12,27.24,35.5,21.24,15.82
San Fernando de Apure,2011,1,29.19,37.89,20.69,0.0
San Fernando de Apure,2011,2,30.66,38.91,22.32,0.0
San Fernando de Apure,2011,3,30.92,40.27,23.55,0.0
San Fernando de Apure,2011,4,28.9,40.17,21.95,147.66
San Fernando de Apure,2011,5,26.57,32.12,22.55,226.76
San Fernando de Apure,2011,6,26.79,31.76,22.49,152.93
San Fernando de Apure,2011,7,26.26,31.36,21.72,179.3
San Fernando de Apure,2011,8,26.58,31.37,22.08,237.3
San Fernando de Apure,2011,9,26.81,32.37,21.41,179.3
San Fernando de Apure,2011,10,26.31,31.34,21.53,126.56
San Fernando de Apure,2011,11,26.61,33.37,21.64,47.46
San Fernando de Apure,2011,12,27.55,35.37,20.58,10.55
San Fernando de Apure,2012,1,29.35,37.03,22.33,0.0
San Fernando de Apure,2012,2,30.32,39.08,22.16,0.0
San Fernando de Apure,2012,3,30.75,39.24,24.01,5.27
San Fernando de Apure,2012,4,29.34,39.57,22.26,73.83
San Fernando de Apure,2012,5,26.81,33.5,22.13,253.12
San Fernando de Apure,2012,6,26.15,31.13,22.12,332.23
San Fernando de Apure,2012,7,26.04,30.48,20.78,200.39
San Fernando de Apure,2012,8,25.88,31.12,21.38,268.95
San Fernando de Apure,2012,9,26.83,31.51,22.05,79.1
San Fernando de Apure,2012,10,27.09,32.22,21.78,79.1
San Fernando de Apure,2012,11,27.81,35.51,22.23,42.19
San Fernando de Apure,2012,12,29.45,37.99,21.03,0.0
San Fernando de Apure,2013,1,30.4,38.81,23.03,0.0
